target,x,y,d1,d2
rimanere,Io rimasi confusissimo,Noi rimanemmo confusissimi,Tu rimanesti confusissimo,Essi rimasero confusissimi
aggiungere,Io non aggiungo null'altro,Noi non aggiungiamo null'altro,Tu non aggiungi null'altro,Essi non aggiungono null'altro
preferire,Egli preferisce il Centro,Essi preferiscono il Centro,Voi preferite il Centro,Noi preferiamo il Centro
sottolineare,Io sottolineavo solo questo,Noi sottolineavamo solo questo,Tu sottolineavi solo questo,Essi sottolineavano solo questo
consigliare,Io tuttavia consiglierei il sig,Noi tuttavia consiglieremmo il sig,Tu tuttavia consiglieresti il sig,Essi tuttavia consiglierebbero il sig
concludere,Tu cosa concludi?,Voi cosa conclude?,Essi cosa concludono?,Io cosa concludo?
stare,Io sto quasi benissimo,Noi stiamo quasi benissimo,Tu stai quasi benissimo,Essi stanno quasi benissimo
usare,Io uso uno stampo in silicone,Noi usiamo uno stampo in silicone,Egli usa uno stampo in silicone,Loro usano uno stampo in silicone
lavorare,Io lavoravo in una delle torri,Noi lavoravamo in una delle torri,Tu lavoravi in una delle torri,Lui lavorava in una delle torri
pensare,Tu che ne pensi?,Voi che ne pensate?,Egli che ne pensa?,Essi che ne pensano?
porre,Io mi pongo poi un altro quesito,Noi ci poniamo poi un altro quesito,Tu ti poni poi un altro quesito,Essi si pongono poi un altro quesito
prendere,Io comunque prenderei la KOP in resina,Noi comunque prenderemmo la KOP in resina,Tu comunque prenderesti la KOP in resina,Essi comunque prenderebbero la KOP in resina
bastare,Io non le desidero e questo basta,Noi non le desideriamo e questo basta,Tu non le desideri e questo basta,Essi non le desiderano e questo basta
mantenere,Esso mantiene i tratti,Essi mantengono i tratti,Tu mantieni i tratti,Noi manteniamo i tratti
morire,Io muoio malissimo così,Noi moriamo malissimo così,Tu muori malissimo così,Essi muoiono malissimo così
giocare,Io gioco tutte le volte,Noi giochiamo tutte le volte,Tu giochi tutte le volte,Essi giocano tutte le volte
seguire,Io però seguo una diversa storiografia,Noi però seguiamo una diversa storiografia,Tu però segui una diversa storiografia,Essi però seguono una diversa storiografia
passare,Io passo ogni giorno da qui,Noi passiamo ogni giorno da qui,Tu passi ogni giorno da qui,Essi passano ogni giorno da qui
giungere,Tu giungi or dalla vita,Voi giungete or dalla vita,Egli giunge or dalla vita,Essi giungono or dalla vita
conoscere,Io già mi conoscevo,Noi già ci conoscevamo,Tu già ti conoscevi,Essi già si conoscevano
dichiarare,Esso dichiarava,Essi dichiaravano,Io dichiaravo,Noi dichiaravamo
giungere,Essa così giunse a Costantinopoli,Esse così giunsero a Costantinopoli,Io così giunsi a Costantinopoli,Noi così giungemmo a Costantinopoli
ascoltare,Io ascolto sempre tutti in silenzio,Noi ascoltiamo sempre tutti in silenzio,Tu ascolti sempre tutti in silenzio,Essi ascoltano sempre tutti in silenzio
considerare,Io non mi considero tale,Noi non ci consideriamo tali,Tu non ti consideri tale,Essi non si considerano tali
riuscire,Io non riesco,Noi non riusciamo,Tu non riesci,Essi non riescono
cercare,Io non cerco visibilità,Noi non cerchiamo visibilità,Tu non cerchi visibilità,Essi non cercano visibilità
offrire,Tu cosa offrivi invece?,Voi cosa offrivate invece?,Egli cosa offriva invece?,Essi cosa offrivano invece?
incontrare,Io di persone infelici ne incontro tutti i giorni,Noi di persone infelici ne incontriamo tutti i giorni,Tu di persone infelici ne incontri tutti i giorni,Essi di persone infelici ne incontrano tutti i giorni
offrire,Esso offre contenuti premium,Essi offrono contenuti premium,Io offro contenuti premium,Noi offriamo contenuti premium
richiedere,Esso richiede il sistema operativo Android,Essi richiedono il sistema operativo Android,Noi richiediamo il sistema operativo Android,Tu richiedi il sistema operativo Android
partecipare,Io parteciperei molto volentieri,Noi parteciperemmo molto volentieri,Tu parteciperesti molto volentieri,Essi parteciperebbero molto volentieri
riferire,Egli ne riferì così al suo generale,Essi ne riferirono così al suo generale,Tu ne riferisti così al suo generale,Noi ne riferimmo così al suo generale
spiegare,Tu me lo spieghi?,Voi me lo spiegate?,Egli me lo spiega?,Essi me lo spiegano?
realizzare,Egli realizzò l'opera nel 1602,Essi realizzarono l'opera nel 1602,Io realizzai l'opera nel 1602,Tu realizzasti l'opera nel 1602
vivere,Io vivo per questo,Noi viviamo per questo,Tu vivi per questo,Loro vivono per questo
occupare,Io in particolare mi occupo di marketing on-line,Noi in particolare ci occupiamo di marketing on-line,Tu in particolare ti occupi di marketing on-line,Loro in particolare si occupano di marketing on-line
porre,Io il problema non me lo pongo,Tu il problema non te lo poni,Egli il problema non se lo pone,Noi il problema non ce lo poniamo
rendere,Egli ci renderà fermi,Essi ci renderanno fermi,Noi ci renderemo fermi,Voi ci renderete fermi
sostenere,Io sostengo pienamente questo,Noi sosteniamo pienamente questo,Tu sostieni pienamente questo,Loro sostengono pienamente questo
interessare,Io mi interesso soltanto alle specie mediterranee,Noi ci interessiamo soltanto alle specie mediterranee,Lui si interessa soltanto alle specie mediterranee,Essi si interessano soltanto alle specie mediterranee
sostenere,Io da parecchio sostengo la stessa tesi,Noi da parecchio sosteniamo la stessa tesi,Voi da parecchio sostenete la stessa tesi,Esso da parecchio sostiene la stessa tesi
interessare,Io qui mi interesso di altro,Noi qui ci interessiamo di altro,Loro qui si interessano di altro,Egli qui si interessa di altro
sperare,io spero nella fine del mondo,noi speriamo nella fine del mondo,lei spera nella fine del mondo,loro sperano nella fine del mondo
scrivere,Io scrivevo umanamente,Noi scrivevamo umanamente,Loro scrivevano umanamente,Tu scrivevi umanamente
riuscire,Tu ci riesci benissimo,Voi ci riuscite benissimo,Loro ci riescono benissimo,Noi ci riusciamo benissimo
tenere,Io la tengo nel portafogli,Noi la teniamo nel portafogli,Voi la tenete nel portafogli,Loro la tengono nel portafogli
sottolineare,Tu infatti mi sottolinei che il MIO,Voi infatti mi sottolineate che il MIO,Essi infatti mi sottolineano che il MIO,Noi infatti vi sottolineiamo che il MIO
studiare,Io invece studiai uno spacchettamento del tetra-quesito,Noi invece studiammo uno spacchettamento del tetra-quesito,Loro invece studiarono uno spacchettamento del tetra-quesito,Tu invece studiasti uno spacchettamento del tetra-quesito
sostenere,Io lo sostengo,Noi lo sosteniamo,Loro lo sostengono,Tu lo sostieni
diventare,essa diventa,esse diventano,io divento,noi diventiamo
venire,Egli venne in Gerusalemme con ingenti,Essi vennero in Gerusalemme con ingenti,Tu venisti in Gerusalemme con ingenti,Noi venimmo in Gerusalemme con ingenti
proseguire,Egli proseguì,Essi proseguirono,Io proseguii,Noi proseguimmo
occupare,Io mi occupo della logistica,Noi ci occupiamo della logistica,Tu ti occupi della logistica,Esso si occupa della logistica
confermare,io confermo la mia presenza,noi confermiamo la nostra presenza,voi confermate la vostra presenza,loro confermano la loro presenza
sostenere,Io ti sosterrei attivamente,Noi ti sosterremmo attivamente,Egli ti sosterrebbe attivamente,Essi ti sosterrebbero attivamente
capire,Io non capisco,Noi non capiamo,Loro non capiscono,Tu non capisci
finire,Egli finisce nell'acqua col capo,Essi finiscono nell'acqua col capo,Io finisco nell'acqua col capo,Noi finiamo nell'acqua col capo
vedere,Tu come la vedi?,Voi come la vedete?,Egli come la vede?,Noi come la vediamo?
pagare,Io pago 2000 € in tutto,Noi paghiamo 2000 € in tutto,Voi pagate 2000 € in tutto,Loro pagano 2000 € in tutto
prevedere,Tu lo prevedi?,Voi lo prevedete?,Egli lo prevede?,Noi lo prevediamo?
cercare,Io le cerco le risposte,Noi le cerchiamo le risposte,Tu le cerchi le risposte,Essi le cercano le risposte
fare,Tu come fai?,Voi come fate?,Lui come fa?,Noi come facciamo?
mettere,Io lo metterei anche sul sito,Noi lo metteremmo anche sul sito,Lei lo metterebbe anche sul sito,Loro lo metterebbero anche sul sito
verificare,Io infatti verificherei bene tutti i dati,Noi infatti verificheremmo bene tutti i dati,Lei infatti verificherebbe bene tutti i dati,Essi infatti verificherebbero bene tutti i dati
comprendere,Io ne comprendo ora le cause,Noi ne comprendiamo ora le cause,Egli ne comprende ora le cause,Loro ne comprendono ora le cause
cambiare,Io cambio status,Noi cambiamo status,Tu cambi status,Esse cambiano status
provare,Io ovviamente ci provo,Noi ovviamente ci proviamo,Tu ovviamente ci provi,Essi ovviamente ci provano
vistare,Io ve la consiglio,Noi ve la consigliamo,Lui ve la consiglia,Loro ve la consigliano
stabilire,Essa stabilisce,Esse stabiliscono,Io stabilisco,Loro stabiliscono
ricordare,Tu gli ricordavi la pura verità,Voi gli ricordavate la pura verità,Egli gli ricordava la pura verità,Essi gli ricordavano la pura verità
aspettare,Io mi aspetto due anni grigi,Noi ci aspettiamo due anni grigi,Tu ti aspetti due anni grigi,Esse si aspettano due anni grigi
fare,Tu che cosa fai?,Voi che cosa fate?,Io che cosa faccio?,Lei che cosa fa?
gestire,Io gestisco un piccolissimo gruppo FB,Noi gestiamo un piccolissimo gruppo FB,Tu gestisci un piccolissimo gruppo FB,Essi gestiscono un piccolissimo gruppo FB
proporre,Io propongo questa formulazione,Noi proponiamo questa formulazione,Tu proponi questa formulazione,Lei propone questa formulazione
realizzare,Essa si realizzò intorno al 1630,Esse si realizzarono intorno al 1630,Io mi realizzai intorno al 1630,Tu ti realizzasti intorno al 1630
pagare,Io non pago il pizzo a nessuno,Noi non paghiamo il pizzo a nessuno,Tu non paghi il pizzo a nessuno,Esse non pagano il pizzo a nessuno
vivere,Io vivo come il cuculo,Noi viviamo come il cuculo,Tu vivi come il cuculo,Essi vivono come il cuculo
sembrare,Tu come personaggio mi sembri un po' strano,Voi come personaggi mi sembrate un po' strani,Egli come personaggio mi sembra un po' strano,Io come personaggio mi sembro un po' strano
stare,Io però sto con l'avvocato,Noi però stiamo con l'avvocato,Tu però stai con l'avvocato,Essi però stanno con l'avvocato
intendere,Io me ne intendo,Noi ce ne intendiamo,Tu te ne intendi,Essi se ne intendono
volere,Tu vuoi l'altro,Voi volete l'altro,Lui vuole l'altro,Io voglio l'altro
acquistare,Io in futuro acquisterò sicuramente Fairy Platinum,Noi in futuro acquisteremo sicuramente Fairy Platinum,Tu in futuro acquisterai sicuramente Fairy Platinum,Esse in futuro acquisteranno sicuramente Fairy Platinum
lavorare,Io lavoravo alla taglia con,Noi lavoravamo alla taglia con,Tu lavoravi alla taglia con,Esse lavoravano alla taglia con
consentire,Esso consente,Essi consentono,Tu consenti,Noi consentiamo
condividere,Io condivido questa fiducia,Noi condividiamo questa fiducia,Tu condividi questa fiducia,Essi condividono questa fiducia
scoprire,Io lo scopri a quasi 12 settimane,Noi lo scoprimmo a quasi 12 settimane,Tu lo scopristi a quasi 12 settimane,Essi lo scoprirono a quasi 12 settimane
continuare,Io continuerei la ricerca,Noi continueremmo la ricerca,Tu continueresti la ricerca,Essi continuerebbero la ricerca
comprendere,Esso comprende un insieme di servizi,Essi comprendono un insieme di servizi,Noi comprendiamo un insieme di servizi,Voi comprendete un insieme di servizi
creare,Egli creò l'epos nel cinema,Essi crearono l'epos nel cinema,Io creai l'epos nel cinema,Noi creammo l'epos nel cinema
ridurre,Io non voto chi riduce gli ospedali,Noi non votiamo chi riduce gli ospedali,Egli non vota chi riduce gli ospedali,Loro non votano chi riduce gli ospedali
mettere,Io non me la metto per niente,Noi non ce la mettiamo per niente,Essa non se la mette per niente,Tu non te la metti per niente
lavorare,Tu come lavori questa torta?,Voi come lavorate questa torta?,Noi come lavoriamo questa torta?,Loro come lavorano questa torta?
giungere,Essa giungerà al termine,Esse giungeranno al termine,Io giungerò al termine,Noi giungeremo al termine
comporre,Esso si compone di vari fattori,Essi si compongono di vari fattori,Io mi compongo di vari fattori,Tu ti componi di vari fattori
ricordare,Io ricordo ciao,Noi ricordiamo ciao,Egli ricorda ciao,Loro ricordano ciao
studiare,Tu studi con loro,Voi studiate con loro,Lei studia con loro,Noi studiamo con loro
amare,Io l'amo,Noi l'amiamo,Essa l'ama,Tu l'ami
riportare,Esso riporta questa iscrizione,Essi riportano questa iscrizione,Noi riportiamo questa iscrizione,Tu riporti questa iscrizione
verificare,Io verificherei prima quello,Noi verificheremmo prima quello,Egli verificherebbe prima quello,Esse verificherebbero prima quello
mancare,Io non mancherò di certo,Noi non mancheremo di certo,Tu non mancherai di certo,Essi non mancheranno di certo
avvenire,Essa avviene prevalentemente nell'ultravioletto,Esse avvengono prevalentemente nell'ultravioletto,Voi avvenite prevalentemente nell'ultravioletto,Tu avvieni prevalentemente nell'ultravioletto
preferire,Io preferisco la seconda,Noi preferiamo la seconda,Lei preferisce la seconda,Tu preferisci la seconda
fare,Tu attualmente che strumento usi? Fai pure fotografia? Ciao,Voi attualmente che strumento usate? Fate pure fotografia? Ciao,Lui attualmente che strumento usa? Fa pure fotografia? Ciao,Noi attualmente che strumento usiamo? Facciamo pure fotografia? Ciao
promuovere,Io lo promuovo,Noi lo promuoviamo,Lei lo promuove,Tu lo promuovi
sviluppare,Essa si sviluppa specialmente nel sec,Esse si sviluppano specialmente nel sec,Io mi sviluppo specialmente nel sec,Tu ti sviluppi specialmente nel sec
trovare,Io con Chrome e Firefox mi trovo meglio rispetto a IE,Noi con Chrome e Firefox ci troviamo meglio rispetto a IE,Tu con Chrome e Firefox ti trovi meglio rispetto a IE,Loro con Chrome e Firefox si trovano meglio rispetto a IE
considerare,Io però non mi considero un vecchio,Noi però non ci consideriamo dei vecchi,Tu però non ti consideri un vecchio,Loro però non si considerano dei vecchi
chiedere,Io non ti chiedo,Noi non vi chiediamo,Tu non mi chiedi,Essi non ci chiedono
studiare,Tu studi Scheconologia,Voi studiate Scheconologia,Egli studia Scheconologia,Noi studiamo Scheconologia
svolgere,Esso si svolgeva in questo modo,Essi si svolgevano in questo modo,Io mi svolgevo in questo modo,Tu ti svolgevi in questo modo
vendere,Io ti vendo i ripartitori a 40,Noi vi vendiamo i ripartitori a 40,Tu mi vendi i ripartitori a 40,Essi vi vendono i ripartitori a 40
cominciare,Tu nel frattempo comincia,Noi nel frattempo cominciamo,Egli nel frattempo comincia,Essi nel frattempo cominciano
chiudere,Io la chiuderei qui,Noi la chiuderemmo qui,Egli la chiuderebbe qui,Essi la chiuderebbero qui
cambiare,Io del corso non cambierei niente,Noi del corso non cambieremmo niente,Egli del corso non cambierebbe niente,Essi del corso non cambierebbero niente
sperare,Io spero di no,Noi speriamo di no,Egli spera di no,Essi sperano di no
disporre,Io torno ben disposto ma molto mogio,Noi torniamo ben disposti ma molto mogi,Egli torna ben disposto ma molto mogio,Essi tornano ben disposti ma molto mogi
giungere,Egli giunse al momento opportuno,Essi giunsero al momento opportuno,Noi giungemmo al momento opportuno,Voi giungeste al momento opportuno
nascere,Esso non nasce astrattamente a tavolino,Essi non nascono astrattamente a tavolino,Io non nasco astrattamente a tavolino,Noi non nasciamo astrattamente a tavolino
servire,Io non servivo più,Noi non servivamo più,Egli non serviva più,Essi non servivano più
potere,Io non ne posso più,Noi non ne possiamo più,Egli non ne può più,Essi non ne possono più
affermare,Esso afferma inoltre,Essi affermano inoltre,Io affermo inoltre,Noi affermiamo inoltre
avvenire,Essa avviene quando,Esse avvengono quando,Voi avvenite quando,Noi avveniamo quando
notare,Tu non noti la differenza?,Voi non notate la differenza?,Lei non nota la differenza?,Noi non notiamo la differenza?
sostenere,Io sostengo la necessità del dialogo,Noi sosteniamo la necessità del dialogo,Egli sostiene la necessità del dialogo,Essi sostengono la necessità del dialogo
determinare,Io determino il mio ragionamento cosí,Noi determiniamo il nostro ragionamento cosí,Egli determina il suo ragionamento cosí,Essi determinano il loro ragionamento cosí
vedere,Io la vidi,Noi la vedemmo,Egli la vide,Essi la videro
effettuare,Io per ora la effettuo ogni 30mila,Noi per ora la effettuiamo ogni 30mila,Egli per ora la effettua ogni 30mila,Essi per ora la effettuano ogni 30mila
valutare,Io valuto le partite,Noi valutiamo le partite,Egli valuta le partite,Essi valutano le partite
guardare,Io guardo all'esempio di Torino,Noi guardiamo all'esempio di Torino,Egli guarda all'esempio di Torino,Essi guardano all'esempio di Torino
svolgere,Essa si svolge in due direzioni principali,Esse si svolgono in due direzioni principali,Lui si svolge in due direzioni principali,Noi ci sviluppiamo in due direzioni principali
vedere,Io non li vedo,Noi non li vediamo,Egli non li vede,Essi non li vedono
rappresentare,Egli rappresenta la civiltà occidentale,Essi rappresentano la civiltà occidentale,Io rappresento la civiltà occidentale,Noi rappresentiamo la civiltà occidentale
volere,Io non voglio querele,Noi non vogliamo querele,Egli non vuole querele,Essi non vogliono querele
venire,Io vengo con te,Noi veniamo con te,Egli viene con te,Essi vengono con te
assicurare,Io ve lo assicuro,Noi ve lo assicuriamo,Egli ve lo assicura,Essi ve lo assicurano
offrire,io ti offro una cesta di baci,noi ti offriamo una cesta di baci,egli ti offre una cesta di baci,loro ti offrono una cesta di baci
preparare,Io mi preparavo così,Noi ci preparavamo così,Egli si preparava così,Essi si preparavano così
restare,Io ci resto male ogni volta,Noi ci restiamo male ogni volta,Egli si resta male ogni volta,Essi si restano male ogni volta
costruire,Io neanche una tettoia per biciclette costruirei in quel modo,Noi neanche una tettoia per biciclette costruiremmo in quel modo,Lui neanche una tettoia per biciclette costruirebbe in quel modo,Loro neanche una tettoia per biciclette costruirebbero in quel modo
considerare,Io ti considero un duellante di prim'ordine,Noi vi consideriamo dei duellanti di prim'ordine,Egli ti considera un duellante di prim'ordine,Essi vi considerano dei duellanti di prim'ordine
organizzare,Io organizzai una piccola festicciola,Noi organizzammo una piccola festicciola,Tu organizzasti una piccola festicciola,Esse organizzarono una piccola festicciola
determinare,Esso ne determina le attribuzioni?,Essi ne determinano le attribuzioni?,Tu ne determini le attribuzioni?,Noi ne determiniamo le attribuzioni?
rimanere,Io rimango tradizionalista,Noi rimaniamo tradizionalisti,Tu rimani tradizionalista,Essi rimangono tradizionalisti
studiare,Tu studi a Roma3?,Voi studiate a Roma3?,Egli studia a Roma3?,Loro studiano a Roma3?
cercare,Io che ti cerco 5,Noi che vi cerchiamo 5,Tu che lo cerchi 5,Essi che li cercano 5
giocare,Tu giochi per Glen,Voi giocate per Glen,Egli gioca per Glen,Loro giocano per Glen
aggiungere,Egli aggiunge qualcosa al mondo,Essi aggiungono qualcosa al mondo,Tu aggiungi qualcosa al mondo,Noi aggiungiamo qualcosa al mondo
legare,Esso lega tutti i miei figli,Essi legano tutti i miei figli,Io lego tutti i miei figli,Noi leghiamo tutti i miei figli
significare,Esso significa varie cose,Essi significano varie cose,Io significo varie cose,Noi significhiamo varie cose
ridurre,Essa invece riduceva lievemente quelli di testosterone,Esse invece riducevano lievemente quelli di testosterone,Io invece riducevo lievemente quelli di testosterone,Noi invece riducevamo lievemente quelli di testosterone
amare,Io amo profondamente Berlioz,Noi amiamo profondamente Berlioz,Tu ami profondamente Berlioz,Esse amano profondamente Berlioz
inviare,Tu no?,Voi no?,Egli no?,Lei no?
formare,Io non formo nessuno,Noi non formiamo nessuno,Tu non formi nessuno,Essi non formano nessuno
fermare,Io non mi fermerei mai,Noi non ci fermeremmo mai,Tu non ti fermeresti mai,Essi non si fermerebbero mai
valutare,Io valuterei anche questo aspetto,Noi valuteremmo anche questo aspetto,Tu valuteresti anche questo aspetto,Loro valuterebbero anche questo aspetto
arrivare,Io arrivo fine settembre,Noi arriviamo fine settembre,Tu arrivi fine settembre,Essi arrivano fine settembre
produrre,Esso non causa fatica e produce un grande rilassamento fisico,Essi non causano fatica e producono un grande rilassamento fisico,Io non causo fatica e produco un grande rilassamento fisico,Noi non causiamo fatica e produciamo un grande rilassamento fisico
partecipare,Io partecipo volentieri a questo,Noi partecipiamo volentieri a questo,Tu partecipi volentieri a questo,Essi partecipano volentieri a questo
bastare,Tu solo mi basti,Voi soli mi bastate,Egli solo mi basta,Io solo mi basto
porre,Io pongo un problema politico,Noi poniamo un problema politico,Tu poni un problema politico,Essi pongono un problema politico
cambiare,Io Cambio,Noi Cambiamo,Tu Cambi,Essi Cambiano
presentare,Egli non si presentò dunque come un profeta,Essi non si presentarono dunque come profeti,Io non mi presentai dunque come un profeta,Noi non ci presentammo dunque come profeti
giocare,Io gioco sempre a masse uguali,Noi giochiamo sempre a masse uguali,Tu giochi sempre a masse uguali,Essi giocano sempre a masse uguali
portare,Egli portò nel mondo la morte,Essi portarono nel mondo la morte,Io portai nel mondo la morte,Noi portammo nel mondo la morte
accettare,Io non lo accetterò mai,Noi non lo accetteremo mai,Tu non lo accetterai mai,Essi non lo accetteranno mai
inviare,Egli invia Suo Figlio sulla terra,Essi inviano Suo Figlio sulla terra,Io invio Suo Figlio sulla terra,Noi inviamo Suo Figlio sulla terra
colpire,Essa colpisce la salute della nazione,Essi colpiscono la salute della nazione,Io colpisco la salute della nazione,Noi colpiamo la salute della nazione
significare,Essa significa il contrario della verità,Essi significano il contrario della verità,Io significo il contrario della verità,Noi significhiamo il contrario della verità
tenere,Io di solito tengo conto,Noi di solito teniamo conto,Tu di solito tieni conto,Essi di solito tengono conto
risultare,Essa risulta particolarmente rischiosa negli,Esse risultano particolarmente rischiose negli,Io risulto particolarmente rischiosa negli,Noi risultiamo particolarmente rischiose negli
vivere,Io vivevo a cicoria,Noi vivevamo a cicoria,Tu vivevi a cicoria,Essi vivevano a cicoria
confermare,Egli confermò,Loro confermarono,Tu confermasti,Io confermai
partire,Io partirò appunto questa notte,Noi partiremo appunto questa notte,Tu partirai appunto questa notte,Essi partiranno appunto questa notte
confermare,Io confermo per me più uno,Noi confermiamo per noi più uno,Tu confermi per te più uno,Essi confermano per loro più uno
valutare,Io valuto questo,Noi valutiamo questo,Tu valuti questo,Essi valutano questo
impegnare,Egli si impegnava in queste cose,Loro si impegnavano in queste cose,Tu ti impegnavi in queste cose,Noi ci impegnavamo in queste cose
evitare,Io eviterei l'affidamento diretto,Noi eviteremmo l'affidamento diretto,Tu eviteresti l'affidamento diretto,Essi eviterebbero l'affidamento diretto
aumentare,Tu mi aumenti l'alluminio?,Voi ci aumentate l'alluminio?,Lei ci aumenta l'alluminio?,Essi ci aumentano l'alluminio?
interessare,Egli interessava anche,Essi interessavano anche,Io interessavo anche,Noi interessavamo anche
servire,Io servo a poco,Noi serviamo a poco,Tu servi a poco,Essi servono a poco
parlare,Io non parlo a un uomo,Noi non parliamo a un uomo,Tu non parli a un uomo,Essi non parlano a un uomo
giungere,Egli giunse al Canadà,Loro giunsero al Canadà,Io giunsi al Canadà,Noi giungemmo al Canadà
destinare,Io lo destinai alla poesia,Noi lo destinammo alla poesia,Tu lo destinasti alla poesia,Essi lo destinarono alla poesia
ottenere,Egli non ottiene credito per esso,Essi non ottengono credito per esso,Io non ottengo credito per esso,Noi non otteniamo credito per esso
colpire,Esso colpisce più uomini che donne,Essi colpiscono più uomini che donne,Io colpisco più uomini che donne,Noi colpiamo più uomini che donne
guidare,Io vi guido verso la Vita Eterna,Noi vi guidiamo verso la Vita Eterna,Tu ci guidi verso la Vita Eterna,Essi vi guidano verso la Vita Eterna
comporre,Essa si compone di,Esse si compongono di,Io mi compongo di,Noi ci componiamo di
indicare,Tu indichi invece un W 250,Voi indicate invece un W 250,Egli indica invece un W 250,Noi indichiamo invece un W 250
stare,tu da che parte stai 29092015 1819,voi da che parte state 29092015 1819,lei da che parte sta 29092015 1819,essi da che parte stanno 29092015 1819
passare,Io passavo in bicicletta,Noi passavamo in bicicletta,Tu passavi in bicicletta,Essi passavano in bicicletta
lasciare,Io non vi lascerò tregua,Noi non vi lasceremo tregua,Tu non gli lascerai tregua,Essi non vi lasceranno tregua
tornare,Io ci tornerò sicuramente,Noi ci torneremo sicuramente,Tu ci tornerai sicuramente,Essi ci torneranno sicuramente
guardare,Io non guardo alla guarigione,Noi non guardiamo alla guarigione,Tu non guardi alla guarigione,Essi non guardano alla guarigione
leggere,Io leggo moltissimo,Noi leggiamo moltissimo,Tu leggi moltissimo,Essi leggono moltissimo
entrare,Tu non entri ne' fatti miei,Voi non entrate ne' fatti miei,Lei non entra ne' fatti miei,Essi non entrano ne' fatti miei
intendere,Io intendevo qualcosa di più complesso,Noi intendevamo qualcosa di più complesso,Tu intendevi qualcosa di più complesso,Essi intendevano qualcosa di più complesso
confermare,Tu me lo confermi,Voi me lo confermate,Lui me lo conferma,Noi ve lo confermiamo
applicare,Egli le applicherà al teatro,Essi le applicheranno al teatro,Io le applicherò al teatro,Noi le applicheremo al teatro
rivolgere,Egli si rivolse all'avv,Essi si rivolsero all'avv,Io mi rivolsi all'avv,Noi ci rivolgemmo all'avv
scoprire,Io lo scoprirò?,Noi lo scopriremo?,Tu lo scoprirai?,Essi lo scopriranno?
chiudere,Io non chiudo mai zip e bottoni,Noi non chiudiamo mai zip e bottoni,Tu non chiudi mai zip e bottoni,Essi non chiudono mai zip e bottoni
riferire,Io mi riferisco alle religioni,Noi ci riferiamo alle religioni,Tu ti riferisci alle religioni,Essi si riferiscono alle religioni
cominciare,Io comincerei proprio con le domande,Noi cominceremmo proprio con le domande,Tu cominceresti proprio con le domande,Essi comincerebbero proprio con le domande
pubblicare,Io pubblico il mercoledì,Noi pubblichiamo il mercoledì,Tu pubblichi il mercoledì,Essi pubblicano il mercoledì
usare,Io uso questo commando,Noi usiamo questo commando,Tu usi questo commando,Essi usano questo commando
vincere,Egli vincerà la sua battaglia,Loro vinceranno la sua battaglia,Io vincerò la sua battaglia,Noi vinceremo la sua battaglia
limitare,Io qui mi limito a questo breve,Noi qui ci limitiamo a questo breve,Tu qui ti limiti a questo breve,Essi qui si limitano a questo breve
promuovere,Io personalmente lo promuovo,Noi personalmente lo promuoviamo,Tu personalmente lo promuovi,Essi personalmente lo promuovono
comprendere,Tu solo lo comprendi nel suo vero significato,Voi soli lo comprendete nel suo vero significato,Egli solo lo comprende nel suo vero significato,Noi soli lo comprendiamo nel suo vero significato
raggiungere,Io li raggiungo la mattina successiva,Noi li raggiungiamo la mattina successiva,Tu li raggiungi la mattina successiva,Essi li raggiungono la mattina successiva
mantenere,Egli mantiene il,Essi mantengono il,Io mantengo il,Noi manteniamo il
raccontare,Io vi racconterò la verità,Noi vi racconteremo la verità,Tu gli racconterai la verità,Essi vi racconteranno la verità
riuscire,Io non ci riuscirei mai,Noi non ci riusciremmo mai,Tu non ci riusciresti mai,Essi non ci riuscirebbero mai
occupare,Egli si occupa,Loro si occupano,Io mi occupo,Noi ci occupiamo
sperare,Io spero ad Hinata,Noi speriamo ad Hinata,Tu speri ad Hinata,Essi sperano ad Hinata
sentire,Tu come ti senti?,Voi come vi sentite?,Lui come si sente?,Esse come si sentono?
morire,Io non morirò per loro,Noi non moriremo per loro,Tu non morirai per loro,Essi non moriranno per loro
colpire,Egli la colpì per 14 volte,Essi la colpirono per 14 volte,Io la colpii per 14 volte,Tu la colpisti per 14 volte
raggiungere,Tu certo un giorno mi raggiungerai nella morte,Voi certo un giorno mi raggiungerete nella morte,Egli certo un giorno mi raggiungerà nella morte,Noi certo un giorno ti raggiungeremo nella morte
aggiungere,Io ci aggiungerei DUE IMBROGLIONI CARISMATICI,Noi ci aggiungeremmo DUE IMBROGLIONI CARISMATICI,Tu ci aggiungeresti DUE IMBROGLIONI CARISMATICI,Essi ci aggiungerebbero DUE IMBROGLIONI CARISMATICI
riportare,Essa riporta la data del 1478,Esse riportano la data del 1478,Io riporto la data del 1478,Tu riporti la data del 1478
entrare,Io entro con la macchina,Noi entriamo con la macchina,Tu entri con la macchina,Essi entrano con la macchina
ascoltare,Tu ascolta 85,Voi ascoltate 85,Lui ascolta 85,Noi ascoltiamo 85
chiedere,Tu chiedevi ma quanti?,Voi chiedevate ma quanti?,Egli chiedeva ma quanti?,Essi chiedevano ma quanti?
dichiarare,Egli dichiarava questo Perché?,Essi dichiaravano questo Perché?,Io dichiaravo questo Perché?,Tu dichiaravi questo Perché?
iniziare,Io lo inizio questa sera,Noi lo iniziamo questa sera,Tu lo inizi questa sera,Essi lo iniziano questa sera
